Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux de répo0e;Poids de la discipline;Taux d’i0ertion;% emplois cadre ou professio0 intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net me0uel régional 1er quartile;Salaire net me0uel régional 3ème quartile;cle_ETAB
2014;MASTER LMD;0101060Y;Université de technologie de Troyes;A19;Reims;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;31;0;0;0;0;0;0;0;32.00;9.4;1800;0;0;0;1430;2130;Université de technologie de Troyes_30
2014;MASTER LMD;0101060Y;Université de technologie de Troyes;A19;Reims;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;27;0;0;0;0;0;0;0;32.00;9.4;1800;0;0;0;1430;2130;Université de technologie de Troyes_18
2014;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;60;5;83;82;73;96;1710;26700;33.00;11;1830;45;30;53;1420;2210;Aix-Marseille_30
2014;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;64;23;92;85;82;99;2170;33800;33.00;11;1830;60;50;57;1420;2210;Aix-Marseille_30
2014;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;69;7;74;65;43;85;1500;23400;33.00;11;1830;30;68;58;1420;2210;Aix-Marseille_18
2014;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;65;5;86;88;62;98;1700;26500;33.00;11;1830;47;43;63;1420;2210;Aix-Marseille_30
2014;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;72;28;81;88;59;94;1800;28100;33.00;11;1830;58;49;46;1420;2210;Aix-Marseille_18
2014;MASTER E0;0141408E;Caen Norma0ie;A05;Caen;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;79;100;96;91;71;86;1700;26500;40.00;9.6;1810;74;20;83;1470;2160;Caen Norma0ie_30
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;61;5;93;0;0;0;0;0;27.00;9.6;1810;0;0;43;1470;2160;Caen Norma0ie_18
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;74;10;93;83;66;96;1880;29400;27.00;9.6;1810;46;45;55;1470;2160;Caen Norma0ie_18
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;82;6;93;73;65;88;0;0;27.00;9.6;1810;57;45;76;1470;2160;Caen Norma0ie_18
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;86;12;88;83;48;86;1580;24700;27.00;9.6;1810;66;46;78;1470;2160;Caen Norma0ie_30
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;86;12;77;79;32;74;1500;23400;27.00;9.6;1810;61;46;78;1470;2160;Caen Norma0ie_18
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;85;6;88;88;36;67;0;0;27.00;9.6;1810;81;46;90;1470;2160;Caen Norma0ie_18
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;78;27;90;92;68;93;1800;28100;27.00;9.6;1810;70;58;39;1470;2160;Caen Norma0ie_30
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;83;10;83;84;33;89;1570;24500;27.00;9.6;1810;53;50;43;1470;2160;Caen Norma0ie_18
2014;MASTER LMD;0141408E;Caen Norma0ie;A05;Caen;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;78;6;82;93;84;91;0;0;27.00;9.6;1810;80;75;38;1470;2160;Caen Norma0ie_30
2014;MASTER E0;0171463Y;La Rochelle;A13;Poitiers;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;82;100;100;97;100;93;0;0;56.00;9;1750;96;0;86;1390;2060;La Rochelle_30
2014;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;0;0;0;0;0;0;0;0;51.00;9;1750;0;0;0;1390;2060;La Rochelle_30
2014;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;0;0;0;0;0;0;0;0;51.00;9;1750;0;0;0;1390;2060;La Rochelle_18
2014;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;76;11;0;0;0;0;0;0;51.00;9;1750;0;0;0;1390;2060;La Rochelle_30
2014;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;18 mois après le diplôme;63;2;0;0;0;0;0;0;51.00;9;1750;0;0;0;1390;2060;La Rochelle_18
2014;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;80;23;93;96;75;94;1940;30200;51.00;9;1750;83;75;15;1390;2060;La Rochelle_18
2014;MASTER E0;0211237F;Dijon - Bourgogne;A07;Dijon;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;50;100;99;93;93;94;1750;27300;47.00;8.4;1780;91;15;80;1420;2090;Dijon - Bourgogne_30
2014;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;65;33;91;77;71;98;1880;29400;28.00;8.4;1780;54;59;58;1420;2090;Dijon - Bourgogne_18
2014;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;68;21;91;72;75;99;1950;30400;28.00;8.4;1780;53;65;58;1420;2090;Dijon - Bourgogne_18
2014;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;58;3;0;0;0;0;0;0;28.00;8.4;1780;0;0;0;1420;2090;Dijon - Bourgogne_18
2014;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;61;6;0;0;0;0;0;0;28.00;8.4;1780;0;0;0;1420;2090;Dijon - Bourgogne_18
2014;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;87;4;0;0;0;0;0;0;28.00;8.4;1780;0;0;0;1420;2090;Dijon - Bourgogne_30
2014;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;44;4;0;0;0;0;0;0;28.00;8.4;1780;0;0;0;1420;2090;Dijon - Bourgogne_30
2014;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;30 mois après le diplôme;62;7;92;94;88;100;2150;33500;28.00;8.4;1780;69;75;47;1420;2090;Dijon - Bourgogne_30
2014;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;65;6;0;0;0;0;0;0;28.00;8.4;1780;0;0;0;1420;2090;Dijon - Bourgogne_30
2014;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;62;2;0;0;0;0;0;0;37.00;8.4;1780;0;0;0;1420;2090;Besançon - Franche-Comté_18
2014;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;69;3;0;0;0;0;0;0;37.00;8.4;1780;0;0;0;1420;2090;Besançon - Franche-Comté_30
2014;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;76;8;0;0;0;0;0;0;37.00;8.4;1780;0;0;0;1420;2090;Besançon - Franche-Comté_18
2014;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;18 mois après le diplôme;86;4;0;0;0;0;0;0;37.00;8.4;1780;0;0;0;1420;2090;Besançon - Franche-Comté_18
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;73;40;90;72;60;99;1640;25600;38.00;8.1;1750;35;46;65;1420;2080;Brest - Bretagne occidentale_18
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;78;20;93;68;63;97;1650;25700;38.00;8.1;1750;35;35;66;1420;2080;Brest - Bretagne occidentale_18
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;67;2;0;0;0;0;0;0;38.00;8.1;1750;0;0;0;1420;2080;Brest - Bretagne occidentale_30
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;67;2;0;0;0;0;0;0;38.00;8.1;1750;0;0;0;1420;2080;Brest - Bretagne occidentale_18
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;83;16;84;52;49;89;1500;23400;38.00;8.1;1750;26;60;85;1420;2080;Brest - Bretagne occidentale_30
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;87;3;0;0;0;0;0;0;38.00;8.1;1750;0;0;0;1420;2080;Brest - Bretagne occidentale_30
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;84;13;85;85;45;92;1540;24100;38.00;8.1;1750;42;67;66;1420;2080;Brest - Bretagne occidentale_30
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;84;13;65;90;38;93;1550;24200;38.00;8.1;1750;48;67;66;1420;2080;Brest - Bretagne occidentale_18
2014;MASTER LMD;0301687W;Nîmes;A11;Montpellier;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;82;0;0;0;0;0;0;0;64.00;11.2;1780;0;0;0;1400;2110;Nîmes_18
2014;MASTER LMD;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;67;0;0;0;0;0;0;0;64.00;11.2;1780;0;0;0;1400;2110;Nîmes_18
2014;MASTER LMD;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;74;84;89;78;66;97;1870;29200;26.00;11.2;1780;55;49;63;1400;2110;Toulouse 1 - Capitole_18
2014;MASTER LMD;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;77;28;92;80;75;95;1720;26800;26.00;11.2;1780;53;42;74;1400;2110;Toulouse 1 - Capitole_30
2014;MASTER LMD;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;74;12;97;98;91;98;1930;30100;26.00;11.2;1780;92;20;31;1400;2110;Toulouse 1 - Capitole_18
2014;MASTER LMD;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;74;12;77;49;59;82;0;0;40.00;11.2;1780;18;66;75;1400;2110;Toulouse - Jean Jaures_18
2014;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;83;30;96;95;71;100;1850;28900;41.00;11.2;1780;87;36;19;1400;2110;Toulouse 3 - Paul Sabatier_18
2014;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;83;30;91;99;88;98;2000;31200;41.00;11.2;1780;90;36;19;1400;2110;Toulouse 3 - Paul Sabatier_30
2014;MASTER LMD;0331766R;Bordeaux - Montaigne;A04;Bordeaux;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;71;35;74;66;52;75;1460;22800;34.00;9;1750;49;41;81;1390;2060;Bordeaux - Montaigne_18
2014;MASTER LMD;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;82;31;95;74;34;81;1500;23400;34.00;9;1750;45;54;64;1390;2060;Bordeaux - Montaigne_18
2014;MASTER LMD;0331766R;Bordeaux - Montaigne;A04;Bordeaux;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;0;0;0;0;0;0;0;0;34.00;9;1750;0;0;0;1390;2060;Bordeaux - Montaigne_18
2014;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;74;10;89;86;71;96;1810;28300;27.00;9;1750;51;52;76;1390;2060;Bordeaux_30
2014;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;71;23;90;80;71;97;1900;29600;27.00;9;1750;56;58;52;1390;2060;Bordeaux_18
2014;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;80;8;89;90;47;47;0;0;27.00;9;1750;79;40;86;1390;2060;Bordeaux_18
2014;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;77;45;88;94;63;97;1880;29400;27.00;9;1750;73;59;36;1390;2060;Bordeaux_18
2014;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;79;16;88;57;37;90;1620;25200;52.00;11.2;1780;30;55;91;1400;2110;Montpellier 3 - Paul-Valéry_18
2014;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;75;12;83;45;42;73;0;0;52.00;11.2;1780;15;50;55;1400;2110;Montpellier 3 - Paul-Valéry_30
2014;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;75;12;67;0;0;0;0;0;52.00;11.2;1780;0;50;55;1400;2110;Montpellier 3 - Paul-Valéry_18
2014;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;75;6;0;0;0;0;0;0;52.00;11.2;1780;0;0;0;1400;2110;Montpellier 3 - Paul-Valéry_30
2014;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;74;28;85;78;47;90;1660;25900;52.00;11.2;1780;46;60;65;1400;2110;Montpellier 3 - Paul-Valéry_30
2014;MASTER E0;0342321N;Montpellier;A11;Montpellier;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;79;100;97;94;87;92;1650;25700;40.00;11.2;1780;85;29;75;1400;2110;Montpellier_18
2014;MASTER LMD;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;75;54;94;86;83;98;2010;31400;32.00;11.2;1780;58;63;54;1400;2110;Montpellier_30
2014;MASTER LMD;0342321N;Montpellier;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;67;0;0;0;0;0;0;0;32.00;11.2;1780;0;0;0;1400;2110;Montpellier_30
2014;MASTER LMD;0342321N;Montpellier;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;67;0;0;0;0;0;0;0;32.00;11.2;1780;0;0;0;1400;2110;Montpellier_18
2014;MASTER LMD;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;74;3;87;0;0;0;0;0;32.00;11.2;1780;0;0;0;1400;2110;Montpellier_30
2014;MASTER LMD;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;75;4;93;97;76;100;2080;32400;32.00;11.2;1780;81;37;25;1400;2110;Montpellier_30
2014;MASTER LMD;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;78;6;94;78;67;71;0;0;32.00;11.2;1780;33;62;38;1400;2110;Montpellier_30
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;80;61;87;81;69;98;1870;29100;31.00;8.1;1750;48;63;59;1420;2080;Rennes 1_18
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;80;61;95;85;82;99;2050;32000;31.00;8.1;1750;55;63;59;1420;2080;Rennes 1_30
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;86;12;92;92;67;99;2030;31600;31.00;8.1;1750;65;69;49;1420;2080;Rennes 1_30
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;76;4;0;0;0;0;0;0;31.00;8.1;1750;0;0;0;1420;2080;Rennes 1_18
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;0;0;0;0;0;0;0;0;31.00;8.1;1750;0;0;0;1420;2080;Rennes 1_30
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;0;0;0;0;0;0;0;0;31.00;8.1;1750;0;0;0;1420;2080;Rennes 1_30
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;80;19;77;88;45;91;1700;26400;31.00;8.1;1750;59;69;62;1420;2080;Rennes 1_30
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;18 mois après le diplôme;83;5;87;88;55;97;0;0;31.00;8.1;1750;65;0;37;1420;2080;Rennes 1_18
2014;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;30 mois après le diplôme;83;5;83;0;0;0;0;0;31.00;8.1;1750;0;0;37;1420;2080;Rennes 1_30
2014;MASTER LMD;0350937D;Rennes 2;A14;Rennes;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;83;5;0;0;0;0;0;0;54.00;8.1;1750;0;0;0;1420;2080;Rennes 2_30
2014;MASTER LMD;0350937D;Rennes 2;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;83;5;0;0;0;0;0;0;54.00;8.1;1750;0;0;0;1420;2080;Rennes 2_18
2014;MASTER LMD;0350937D;Rennes 2;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;76;35;82;68;48;77;1500;23400;54.00;8.1;1750;34;65;83;1420;2080;Rennes 2_18
2014;MASTER LMD;0350937D;Rennes 2;A14;Rennes;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;78;16;81;94;38;62;0;0;54.00;8.1;1750;88;64;84;1420;2080;Rennes 2_18
2014;MASTER LMD;0350937D;Rennes 2;A14;Rennes;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;78;16;90;96;46;65;1700;26500;54.00;8.1;1750;87;64;84;1420;2080;Rennes 2_30
2014;MASTER LMD;0350937D;Rennes 2;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;82;15;70;70;28;77;1530;23900;54.00;8.1;1750;34;56;50;1420;2080;Rennes 2_18
2014;MASTER LMD;0350937D;Rennes 2;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;18 mois après le diplôme;88;3;0;0;0;0;0;0;54.00;8.1;1750;0;0;0;1420;2080;Rennes 2_18
2014;MASTER LMD;0350937D;Rennes 2;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;88;4;0;0;0;0;0;0;54.00;8.1;1750;0;0;0;1420;2080;Rennes 2_30
2014;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléa0-Tours;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;69;44;85;77;56;95;1750;27300;31.00;9;1830;49;60;60;1490;2180;Tours - François Rabelais_18
2014;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;72;27;88;92;64;96;1720;26800;31.00;9;1830;64;62;59;1490;2180;Tours - François Rabelais_30
